respondent_id,segment_true,age_range,gender,country,income_bracket,respondent_role,heritage_connection,items_purchased_12m,items_purchased_12m_raw,buying_channels,product_interests,top_frustration,appeal_score,trust_factors,trust_count,membership_interest,nps_score,max_price_small_piece_usd,max_price_large_piece_usd,authenticity_premium_pct,future_purchases_per_year,main_purchase_blocker,top_wishlist_feature,wants_launch_notification,age_range_ordinal,income_bracket_ordinal,items_purchased_12m_ordinal,membership_interest_ordinal,segment_true_code,channel_Direct_from_artisans_travel,channel_Dont_currently_buy,channel_Galleries_or_exhibitions,channel_Local_boutiques,channel_Online_marketplaces,channel_Other,channel_no_response,interest_Furniture,interest_Home_decor,interest_Jewelry,interest_Pottery_ceramics,interest_Religious_spiritual_items,interest_Textiles_apparel,interest_Wall_art_paintings,interest_no_response,trust_Authentication_certification_per_piece,trust_Named_verified_artisan_profiles,trust_Personal_referral,trust_Recognized_brand_or_press_coverage,trust_Reviews_from_other_collectors,trust_Strong_return_refund_policy,trust_no_response,annual_spending_potential_usd,high_intent_customer,premium_buyer,high_trust_customer
R0692,Global Design & Decor Collector,45-54,Female,UAE,$100-200K,Individual collector,No particular connection,3-5,3,Online marketplaces,Home decor; Furniture; Pottery & ceramics,Inconsistent quality,4,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,"Yes, definitely",8,233.0,1148.0,52.1,5.0,No major concerns,Faster shipping,False,4,4.0,2,2,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1165.0,1,1,0
R0233,Conscious Luxury Consumer,18-24,Female,Germany,$25-50K,Individual collector,No particular connection,1-2,1,Online marketplaces; Galleries or exhibitions,Textiles & apparel; Jewelry; Wall art & paintings,Inconsistent quality,3,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,3,"Yes, definitely",4,31.0,211.0,44.5,1.0,Price too high,Faster shipping,True,1,2.0,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,31.0,0,0,0
R0870,Collectors Circle Prospect,45-54,Male,UK,$200K+,Individual collector,Indian-origin,3-5,4,Local boutiques; Direct from artisans/travel; Galleries or exhibitions,Textiles & apparel; Jewelry; Wall art & paintings; Pottery & ceramics,Pricing trust concerns,4,Reviews from other collectors,1,"Yes, definitely",10,83.0,363.0,48.55,5.0,Price too high,Sustainability certification,False,4,5.0,2,2,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,415.0,1,0,1
R0608,Global Design & Decor Collector,18-24,Male,UAE,$50-100K,Individual collector,Professional interest (design/retail),3-5,5,Direct from artisans/travel; Galleries or exhibitions,Home decor; Jewelry; Wall art & paintings,Pricing trust concerns,4,Authentication/certification per piece; Reviews from other collectors; Recognized brand or press coverage,3,"Yes, definitely",7,170.0,363.0,47.9,4.0,Not enough need/interest,Local pickup or showroom,True,1,3.0,2,2,4,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,680.0,1,0,0
R0672,Collectors Circle Prospect,45-54,Prefer not to say,UAE,$200K+,Interior designer or architect,"Strong personal interest, not Indian-origin",6+,6,Local boutiques; Online marketplaces,Home decor; Textiles & apparel; Jewelry; Wall art & paintings; Furniture,Authenticity doubts,5,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy,3,Possibly,9,368.5,1505.0,51.7,3.0,Not enough need/interest,Sustainability certification,True,4,5.0,3,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1105.5,1,1,1
R0374,Conscious Luxury Consumer,25-34,Male,Sweden,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces; Galleries or exhibitions,Jewelry; Pottery & ceramics,Shipping/customs issues,4,Named verified artisan profiles,1,No,4,83.0,76.0,33.0,0.0,Not enough need/interest,Sustainability certification,True,2,2.0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0
R0982,Gifting & Corporate Buyer,35-44,Male,USA,$50-100K,Gift buyer (personal),"Strong personal interest, not Indian-origin",3-5,4,Online marketplaces,Jewelry; Pottery & ceramics,Inconsistent quality,2,Reviews from other collectors; Strong return/refund policy,2,No,1,83.0,223.0,38.2,1.0,Not enough need/interest,Local pickup or showroom,False,3,3.0,2,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,83.0,0,0,0
R0843,Diaspora Heritage Buyer,25-34,Female,UAE,$25-50K,Individual collector,Indian-origin,0,0,Don't currently buy,Home decor; Jewelry; Religious/spiritual items,No provenance story,4,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage; Personal referral,4,"Yes, definitely",7,93.0,354.0,57.2,1.0,Price too high,Local pickup or showroom,True,2,2.0,0,2,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,93.0,0,0,0
R0234,Global Design & Decor Collector,25-34,Male,France,$50-100K,Interior designer or architect,"Strong personal interest, not Indian-origin",3-5,3,Galleries or exhibitions,Home decor; Wall art & paintings,Inconsistent quality,5,Authentication/certification per piece,1,"Yes, definitely",7,137.0,397.0,62.7,4.0,Shipping/customs concerns,Sustainability certification,True,2,3.0,2,2,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,548.0,1,0,0
R0786,Collectors Circle Prospect,55+,Female,Singapore,Prefer not to say,Other,Professional interest (design/retail),3-5,3,Galleries or exhibitions,Jewelry; Wall art & paintings,Authenticity doubts,4,Authentication/certification per piece; Recognized brand or press coverage; Personal referral,3,"Yes, definitely",7,255.0,1354.0,51.8,2.0,Not enough need/interest,Local pickup or showroom,True,5,3.0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,510.0,0,0,0
R0677,Diaspora Heritage Buyer,45-54,Other,UAE,$25-50K,Gift buyer (personal),Indian-origin,0,0,Galleries or exhibitions,Home decor; Textiles & apparel,Shipping/customs issues,4,Authentication/certification per piece,1,Possibly,6,67.0,260.0,41.1,2.0,Return policy concerns,Nothing specific,False,4,2.0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,134.0,0,0,0
R0318,Diaspora Heritage Buyer,25-34,Female,UK,$25-50K,Gift buyer (personal),Indian-origin,3-5,3,Online marketplaces; Other,Textiles & apparel; Furniture; Religious/spiritual items,Inconsistent quality,4,Named verified artisan profiles; Reviews from other collectors,2,"Yes, definitely",4,91.0,228.0,64.3,3.0,Trust/authenticity doubts,Video story of the artisan,True,2,2.0,2,2,2,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,273.0,1,0,0
R0649,Gifting & Corporate Buyer,35-44,Male,UK,$50-100K,Gift buyer (personal),No particular connection,1-2,2,Online marketplaces,Jewelry,Inconsistent quality,2,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,4,No,6,41.0,147.0,53.8,2.0,Not enough need/interest,Video story of the artisan,False,3,3.0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,82.0,0,0,0
R0411,Global Design & Decor Collector,25-34,Male,UK,$100-200K,Interior designer or architect,No particular connection,1-2,2,Don't currently buy,Home decor; Wall art & paintings; Furniture; Pottery & ceramics,Authenticity doubts,5,Authentication/certification per piece,1,"Yes, definitely",8,321.0,919.0,46.2,5.0,Shipping/customs concerns,Local pickup or showroom,True,2,4.0,1,2,4,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1605.0,1,1,0
R0899,Diaspora Heritage Buyer,35-44,Female,USA,$50-100K,Individual collector,Indian-origin,1-2,2,Local boutiques,,Authenticity doubts,4,Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,3,Possibly,2,83.0,1505.0,44.2,3.0,Trust/authenticity doubts,Video story of the artisan,True,3,3.0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,249.0,1,0,0
R0710,Conscious Luxury Consumer,55+,Male,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Direct from artisans/travel,Furniture,No provenance story,2,Authentication/certification per piece; Named verified artisan profiles,2,Possibly,3,63.0,257.0,35.4,0.0,Not enough need/interest,Sustainability certification,False,5,2.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0,0,0
R0359,Collectors Circle Prospect,45-54,Female,Switzerland,$100-200K,Individual collector,Professional interest (design/retail),6+,8,Local boutiques; Galleries or exhibitions,Home decor,Shipping/customs issues,5,Named verified artisan profiles; Personal referral,2,"Yes, definitely",7,349.0,1505.0,46.7,6.0,Not enough need/interest,Faster shipping,True,4,4.0,3,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2094.0,1,1,0
R0259,Conscious Luxury Consumer,18-24,Female,UK,$25-50K,Other,"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces,Pottery & ceramics,Shipping/customs issues,2,Authentication/certification per piece; Reviews from other collectors,2,Possibly,2,44.0,1505.0,48.4,2.0,Not enough need/interest,Video story of the artisan,True,1,2.0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,88.0,0,0,0
R0745,Diaspora Heritage Buyer,18-24,Male,USA,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Galleries or exhibitions,Wall art & paintings; Pottery & ceramics,Authenticity doubts,4,Authentication/certification per piece; Personal referral,2,"Yes, definitely",6,48.0,59.0,50.9,4.0,Price too high,Local pickup or showroom,True,1,2.0,1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,192.0,1,0,0
R0628,Gifting & Corporate Buyer,55+,Male,India,$100-200K,Gift buyer (personal),No particular connection,1-2,1,Local boutiques,Jewelry,Shipping/customs issues,3,Named verified artisan profiles; Strong return/refund policy,2,Possibly,3,106.0,363.0,49.4,1.0,Price too high,Sustainability certification,False,5,4.0,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,106.0,0,0,0
R0633,Global Design & Decor Collector,35-44,Prefer not to say,USA,$100-200K,Individual collector,Professional interest (design/retail),3-5,4,Direct from artisans/travel; Galleries or exhibitions,Home decor; Textiles & apparel; Wall art & paintings; Furniture,Shipping/customs issues,5,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,"Yes, definitely",8,199.0,1106.0,61.6,4.0,Not enough need/interest,Faster shipping,False,3,4.0,2,2,4,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,796.0,1,1,0
R0283,Global Design & Decor Collector,35-44,Male,UK,$50-100K,Interior designer or architect,Professional interest (design/retail),3-5,5,Online marketplaces,Home decor; Wall art & paintings; Furniture,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,"Yes, definitely",5,114.0,405.0,67.9,7.0,Shipping/customs concerns,Video story of the artisan,False,3,3.0,2,2,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,798.0,0,0,0
R0377,Gifting & Corporate Buyer,35-44,Female,India,$50-100K,Corporate gifting buyer,"Strong personal interest, not Indian-origin",3-5,3,Online marketplaces,Home decor,Other/none,3,Authentication/certification per piece; Reviews from other collectors,2,No,3,82.0,256.0,44.1,1.0,Shipping/customs concerns,Faster shipping,True,3,3.0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,82.0,0,0,0
R0385,Gifting & Corporate Buyer,25-34,Male,USA,$50-100K,Gift buyer (personal),Professional interest (design/retail),1-2,2,Local boutiques; Online marketplaces,Home decor; Jewelry,No provenance story,3,Strong return/refund policy; Recognized brand or press coverage; Personal referral,3,Possibly,7,75.0,463.0,59.5,3.0,Not enough need/interest,Faster shipping,False,2,3.0,1,1,3,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,225.0,0,0,0
R0225,Diaspora Heritage Buyer,35-44,Male,Australia,$100-200K,Individual collector,Indian-origin,1-2,2,Online marketplaces; Direct from artisans/travel,Textiles & apparel; Jewelry; Wall art & paintings; Pottery & ceramics,Inconsistent quality,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy; Personal referral,4,"Yes, definitely",6,178.0,426.0,48.55,4.0,No major concerns,Video story of the artisan,True,3,4.0,1,2,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,712.0,0,1,0
R0954,Collectors Circle Prospect,55+,Female,UK,$200K+,Individual collector,Indian-origin,3-5,4,Direct from artisans/travel; Galleries or exhibitions,Home decor; Textiles & apparel; Jewelry; Wall art & paintings; Pottery & ceramics; Religious/spiritual items,No provenance story,5,Named verified artisan profiles; Strong return/refund policy,2,"Yes, definitely",7,311.0,1317.0,49.4,7.0,Trust/authenticity doubts,Faster shipping,True,5,5.0,2,2,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,2177.0,1,1,0
R0815,Gifting & Corporate Buyer,45-54,Female,India,$50-100K,Corporate gifting buyer,Indian-origin,6+,6,Local boutiques,Jewelry,Pricing trust concerns,2,Reviews from other collectors,1,Possibly,3,39.0,131.0,27.0,1.0,Not enough need/interest,Sustainability certification,False,4,3.0,3,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,39.0,0,0,0
R0473,Diaspora Heritage Buyer,35-44,Female,UAE,$50-100K,Individual collector,Indian-origin,1-2,1,Online marketplaces; Direct from artisans/travel,Home decor; Jewelry; Pottery & ceramics,Authenticity doubts,4,Named verified artisan profiles; Strong return/refund policy,2,"Yes, definitely",9,156.0,963.0,46.2,2.0,Shipping/customs concerns,Video story of the artisan,True,3,3.0,1,2,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,312.0,0,0,1
R0348,Diaspora Heritage Buyer,45-54,Female,UAE,$50-100K,Individual collector,Indian-origin,1-2,1,Galleries or exhibitions,Home decor; Textiles & apparel; Furniture; Pottery & ceramics,No provenance story,5,Authentication/certification per piece,1,Possibly,7,163.0,577.0,33.0,4.0,Not enough need/interest,Sustainability certification,True,4,3.0,1,1,2,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,652.0,1,0,0
R0506,Diaspora Heritage Buyer,35-44,Female,UK,$100-200K,Individual collector,Indian-origin,1-2,2,Online marketplaces; Direct from artisans/travel,Home decor; Textiles & apparel,Pricing trust concerns,3,,1,No,3,113.0,241.0,29.6,2.0,Trust/authenticity doubts,Nothing specific,True,3,4.0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,226.0,0,0,0
R0640,Global Design & Decor Collector,55+,Male,USA,$50-100K,Interior designer or architect,Professional interest (design/retail),3-5,4,Local boutiques; Direct from artisans/travel; Galleries or exhibitions,Home decor; Wall art & paintings,No provenance story,5,Named verified artisan profiles; Recognized brand or press coverage,2,"Yes, definitely",7,243.0,1144.0,50.2,5.0,Trust/authenticity doubts,Nothing specific,False,5,3.0,2,2,4,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1215.0,1,0,0
R0988,Global Design & Decor Collector,35-44,Female,USA,$50-100K,Individual collector,No particular connection,3-5,4,Galleries or exhibitions,Wall art & paintings; Furniture,Inconsistent quality,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy; Recognized brand or press coverage,4,Possibly,5,83.0,379.0,51.2,3.0,Return policy concerns,Financing/installment options,True,3,3.0,2,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,249.0,0,0,0
R0929,Conscious Luxury Consumer,25-34,Male,Sweden,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Local boutiques,Textiles & apparel,Pricing trust concerns,3,Named verified artisan profiles; Personal referral,2,"Yes, definitely",6,70.0,209.0,37.7,4.0,Not enough need/interest,Sustainability certification,False,2,2.0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,280.0,0,0,0
R0906,Collectors Circle Prospect,55+,Female,USA,$200K+,Individual collector,Indian-origin,6+,8,Online marketplaces; Direct from artisans/travel,Home decor; Textiles & apparel; Furniture,No provenance story,5,Authentication/certification per piece; Named verified artisan profiles; Recognized brand or press coverage; Personal referral,4,"Yes, definitely",8,368.5,1505.0,65.8,5.0,Trust/authenticity doubts,Sustainability certification,True,5,5.0,3,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1842.5,1,1,0
R0620,Gifting & Corporate Buyer,25-34,Female,USA,$50-100K,Gift buyer (personal),No particular connection,1-2,1,Local boutiques; Online marketplaces,Textiles & apparel; Jewelry,Authenticity doubts,2,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy,4,Possibly,4,68.0,98.0,64.4,0.0,Shipping/customs concerns,Video story of the artisan,False,2,3.0,1,1,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0.0,0,0,0
R0856,Diaspora Heritage Buyer,25-34,Male,UK,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",3-5,4,Direct from artisans/travel,Textiles & apparel,Inconsistent quality,3,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,Possibly,4,37.0,40.0,40.4,2.0,Not enough need/interest,Video story of the artisan,True,2,2.0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,74.0,0,0,0
R0804,Conscious Luxury Consumer,25-34,Female,UK,$25-50K,Individual collector,"Strong personal interest, not Indian-origin",1-2,1,Online marketplaces,Jewelry; Wall art & paintings,Authenticity doubts,4,Named verified artisan profiles; Strong return/refund policy,2,Possibly,9,43.0,168.0,39.5,7.0,Price too high,Local pickup or showroom,True,2,2.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,301.0,1,0,1
R0646,Collectors Circle Prospect,45-54,Female,UK,$200K+,Interior designer or architect,Indian-origin,3-5,3,Galleries or exhibitions,Home decor; Wall art & paintings; Pottery & ceramics,Authenticity doubts,5,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Personal referral,4,"Yes, definitely",9,368.5,1505.0,65.8,8.0,Price too high,Video story of the artisan,True,4,5.0,2,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,2948.0,1,1,1
R0847,Diaspora Heritage Buyer,18-24,Female,UK,$50-100K,Individual collector,Indian-origin,1-2,2,Local boutiques; Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Textiles & apparel; Wall art & paintings; Furniture,Shipping/customs issues,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors,3,"Yes, definitely",2,47.0,313.0,42.6,4.0,Price too high,Sustainability certification,True,1,3.0,1,2,2,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,188.0,0,0,0
R0557,Diaspora Heritage Buyer,25-34,Female,USA,$25-50K,Individual collector,Indian-origin,3-5,3,Local boutiques,Home decor; Jewelry; Religious/spiritual items,Authenticity doubts,3,Authentication/certification per piece; Strong return/refund policy; Recognized brand or press coverage,3,Possibly,0,42.0,135.0,42.8,3.0,Trust/authenticity doubts,Nothing specific,True,2,2.0,2,1,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,126.0,0,0,0
R0958,Diaspora Heritage Buyer,35-44,Female,USA,$100-200K,Individual collector,Indian-origin,3-5,5,Local boutiques; Online marketplaces,Home decor; Textiles & apparel; Jewelry; Religious/spiritual items,Pricing trust concerns,3,Authentication/certification per piece; Reviews from other collectors; Strong return/refund policy,3,Possibly,4,266.0,1328.0,42.5,2.0,Not enough need/interest,Faster shipping,True,3,4.0,2,1,2,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,532.0,0,1,0
R0578,Collectors Circle Prospect,45-54,Male,Singapore,$200K+,Retailer or boutique owner,Indian-origin,3-5,3,Galleries or exhibitions,Home decor; Jewelry; Wall art & paintings; Pottery & ceramics,Authenticity doubts,5,Authentication/certification per piece; Named verified artisan profiles; Personal referral,3,"Yes, definitely",9,368.5,1505.0,61.1,3.0,Price too high,Video story of the artisan,True,4,5.0,2,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1105.5,1,1,1
R0796,Gifting & Corporate Buyer,25-34,Male,USA,$50-100K,Corporate gifting buyer,No particular connection,1-2,1,Local boutiques; Galleries or exhibitions,Home decor; Jewelry,Pricing trust concerns,3,Authentication/certification per piece; Reviews from other collectors; Personal referral,3,No,6,29.0,98.0,46.1,0.0,Price too high,Financing/installment options,True,2,3.0,1,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0.0,0,0,0
R0086,Global Design & Decor Collector,45-54,Female,Italy,$200K+,Individual collector,No particular connection,6+,6,Local boutiques; Galleries or exhibitions,Jewelry; Furniture; Pottery & ceramics,Shipping/customs issues,3,Named verified artisan profiles; Reviews from other collectors; Recognized brand or press coverage,3,Possibly,4,83.0,1505.0,51.1,1.0,Trust/authenticity doubts,Local pickup or showroom,True,4,5.0,3,1,4,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,83.0,0,0,0
R0243,Collectors Circle Prospect,35-44,Female,UAE,$200K+,Individual collector,"Strong personal interest, not Indian-origin",6+,6,Online marketplaces,Jewelry; Furniture,Shipping/customs issues,4,Authentication/certification per piece; Strong return/refund policy; Recognized brand or press coverage,3,"Yes, definitely",5,329.0,1391.0,57.6,6.0,Not enough need/interest,Local pickup or showroom,False,3,5.0,3,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1974.0,1,1,0
R0699,Diaspora Heritage Buyer,25-34,Male,USA,$25-50K,Gift buyer (personal),Indian-origin,1-2,1,Direct from artisans/travel,Home decor; Textiles & apparel; Wall art & paintings; Religious/spiritual items,Authenticity doubts,4,Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,3,Possibly,7,76.0,355.0,47.1,3.0,Trust/authenticity doubts,Faster shipping,True,2,2.0,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,228.0,1,0,0
R0160,Conscious Luxury Consumer,18-24,Male,Germany,Under $25K,Gift buyer (personal),"Strong personal interest, not Indian-origin",1-2,1,Don't currently buy,Jewelry; Wall art & paintings,Shipping/customs issues,2,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Personal referral,4,"Yes, definitely",3,24.0,108.0,46.2,4.0,Price too high,Financing/installment options,False,1,1.0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,96.0,0,0,0
R0525,Gifting & Corporate Buyer,55+,Male,UAE,$50-100K,Gift buyer (personal),Indian-origin,3-5,3,Online marketplaces,Furniture; Religious/spiritual items,Authenticity doubts,3,Authentication/certification per piece,1,No,4,38.0,195.0,31.3,0.0,Not enough need/interest,Video story of the artisan,True,5,3.0,2,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0
R0036,Gifting & Corporate Buyer,18-24,Female,USA,$50-100K,Gift buyer (personal),Professional interest (design/retail),3-5,3,Local boutiques,Home decor; Jewelry,Authenticity doubts,3,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Strong return/refund policy; Recognized brand or press coverage,5,"Yes, definitely",10,47.0,151.0,65.9,4.0,Price too high,Financing/installment options,True,1,3.0,2,2,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,188.0,0,0,1
R0541,Collectors Circle Prospect,55+,Male,USA,$200K+,Individual collector,Indian-origin,6+,7,Online marketplaces,Textiles & apparel; Wall art & paintings; Pottery & ceramics,Authenticity doubts,4,Authentication/certification per piece; Named verified artisan profiles; Strong return/refund policy; Recognized brand or press coverage,4,"Yes, definitely",8,249.0,1311.0,65.5,6.0,Not enough need/interest,Video story of the artisan,True,5,5.0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1494.0,1,1,0
R0171,Conscious Luxury Consumer,18-24,Male,UK,$25-50K,Individual collector,Indian-origin,1-2,1,Online marketplaces,Textiles & apparel; Jewelry,Inconsistent quality,3,Reviews from other collectors; Strong return/refund policy,2,No,4,66.0,291.0,43.7,3.0,Not enough need/interest,Financing/installment options,True,1,2.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,198.0,0,0,0
R0655,Global Design & Decor Collector,45-54,Female,USA,$100-200K,Retailer or boutique owner,No particular connection,3-5,4,Local boutiques,Wall art & paintings,Inconsistent quality,4,Named verified artisan profiles; Personal referral,2,Possibly,7,231.0,363.0,47.5,1.0,Return policy concerns,Video story of the artisan,False,4,4.0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,231.0,0,1,0
R0891,Conscious Luxury Consumer,55+,Female,UK,Under $25K,Gift buyer (personal),"Strong personal interest, not Indian-origin",1-2,1,Don't currently buy,Pottery & ceramics,Authenticity doubts,4,Authentication/certification per piece; Named verified artisan profiles; Reviews from other collectors; Personal referral,4,Possibly,0,18.0,73.0,59.2,2.0,Price too high,Financing/installment options,True,5,1.0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,36.0,0,0,0
R0858,Global Design & Decor Collector,25-34,Male,USA,$100-200K,Individual collector,Professional interest (design/retail),3-5,4,Galleries or exhibitions,Home decor; Wall art & paintings; Furniture,Pricing trust concerns,4,Authentication/certification per piece; Reviews from other collectors; Recognized brand or press coverage,3,Possibly,5,83.0,1051.0,51.4,1.0,Not enough need/interest,Local pickup or showroom,False,2,4.0,2,1,4,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,83.0,0,0,0
R0848,Collectors Circle Prospect,55+,Female,USA,$100-200K,Other,Indian-origin,6+,6,Online marketplaces; Direct from artisans/travel; Galleries or exhibitions,Home decor; Jewelry; Pottery & ceramics,Inconsistent quality,5,Authentication/certification per piece,1,"Yes, definitely",6,368.5,1505.0,35.5,4.0,Shipping/customs concerns,Video story of the artisan,True,5,4.0,3,2,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1474.0,1,1,0
R0945,Diaspora Heritage Buyer,35-44,Female,Canada,$25-50K,Individual collector,Indian-origin,1-2,2,Direct from artisans/travel,,Inconsistent quality,4,Authentication/certification per piece; Named verified artisan profiles,2,"Yes, definitely",8,135.0,438.0,53.4,6.0,Trust/authenticity doubts,Sustainability certification,True,3,2.0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,810.0,1,0,0
